"","X","ST_CASE","VEH_NO","PER_NO","DRUGSPECNAME","DRUGRESNAME","RACENAME","MAKENAME","SEAT_POSNAME","BODY_TYPNAME","MOD_YEARNAME","AIR_BAGNAME","VIOLATIONNAME","DRIMPAIRNAME","DRDISTRACTNAME","STATENAME","COUNTYNAME","CITYNAME","MONTHNAME","YEAR","DAY_WEEKNAME","HOURNAME","ROUTENAME","RUR_URBNAME","RD_OWNERNAME","LATITUDE","LONGITUDE","TYP_INTNAME","WEATHERNAME","FATALS","DRUNK_DR"
"65503",65503,370668,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Harley-Davidson","Front Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2002","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Saturday","6:00pm-6:59pm","State Highway","Rural","State Highway Agency",34.07766,-78.54349,"Not an Intersection","Clear",1,1
"65504",65504,370668,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Harley-Davidson","Second Seat, Left Side","Two Wheel Motorcycle (excluding motor scooters)","2002","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Saturday","6:00pm-6:59pm","State Highway","Rural","State Highway Agency",34.07766,-78.54349,"Not an Intersection","Clear",1,1
"65505",65505,370669,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Other Make","Front Seat, Left Side","Motor Scooter","2018","Not Deployed","Fail to yield generally","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Monday","1:00pm-1:59pm","State Highway","Urban","State Highway Agency",33.97856,-78.3674,"Not an Intersection","Clear",1,0
"65506",65506,370669,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Ford","Front Seat, Left Side","2-door sedan,hardtop,coupe","2006","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Monday","1:00pm-1:59pm","State Highway","Urban","State Highway Agency",33.97856,-78.3674,"Not an Intersection","Clear",1,0
"65507",65507,370669,2,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Front Seat, Right Side","2-door sedan,hardtop,coupe","2006","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Monday","1:00pm-1:59pm","State Highway","Urban","State Highway Agency",33.97856,-78.3674,"Not an Intersection","Clear",1,0
"65508",65508,370670,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Second Seat, Left Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2003","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Sunday","4:00am-4:59am","State Highway","Rural","State Highway Agency",34.09595,-78.08888,"Not an Intersection","Clear",1,1
"65509",65509,370670,1,3,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Second Seat, Right Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2003","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Sunday","4:00am-4:59am","State Highway","Rural","State Highway Agency",34.09595,-78.08888,"Not an Intersection","Clear",1,1
"65510",65510,370670,1,6,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Third Seat, Left Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2003","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Sunday","4:00am-4:59am","State Highway","Rural","State Highway Agency",34.09595,-78.08888,"Not an Intersection","Clear",1,1
"65511",65511,370670,1,5,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Third Seat, Middle","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2003","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Sunday","4:00am-4:59am","State Highway","Rural","State Highway Agency",34.09595,-78.08888,"Not an Intersection","Clear",1,1
"65512",65512,370670,1,1,"Test Not Given","Test Not Given","Black or African American","Honda","Front Seat, Left Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2003","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Sunday","4:00am-4:59am","State Highway","Rural","State Highway Agency",34.09595,-78.08888,"Not an Intersection","Clear",1,1
"65513",65513,370670,1,4,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Honda","Third Seat, Right Side","Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","2003","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","BRUNSWICK (19)","NOT APPLICABLE","July",2020,"Sunday","4:00am-4:59am","State Highway","Rural","State Highway Agency",34.09595,-78.08888,"Not an Intersection","Clear",1,1
"65514",65514,370671,1,1,"Unknown Specimen","Other Drug","Black or African American","Chevrolet","Front Seat, Left Side","4-door sedan, hardtop","2014","Deployment- Unknown Location","None","Reported as Unknown if Impaired","Not Reported","North Carolina","BLADEN (17)","NOT APPLICABLE","July",2020,"Wednesday","0:00am-0:59am","Other","Rural","State Highway Agency",34.52219,-78.5638,"Not an Intersection","Clear",1,0
"65515",65515,370672,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Ford","Front Seat, Left Side","Light Pickup","2004","Deployment- Unknown Location","None","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","ANSON (7)","NOT APPLICABLE","July",2020,"Saturday","8:00pm-8:59pm","Other","Rural","State Highway Agency",35.07827,-80.18376,"Not an Intersection","Clear",1,1
"65516",65516,370672,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Ford","Front Seat, Right Side","Light Pickup","2004","Deployment- Unknown Location","None","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","ANSON (7)","NOT APPLICABLE","July",2020,"Saturday","8:00pm-8:59pm","Other","Rural","State Highway Agency",35.07827,-80.18376,"Not an Intersection","Clear",1,1
"65517",65517,370673,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Dodge","Front Seat, Left Side","Light Pickup","2017","Deployed- Combination","None","None/Apparently Normal","Inattention (Inattentive), Details Unknown","North Carolina","ALLEGHANY (5)","NOT APPLICABLE","July",2020,"Wednesday","12:00pm-12:59pm","State Highway","Rural","State Highway Agency",36.55976,-80.94686,"Not an Intersection","Clear",1,0
"65518",65518,370674,1,1,"Test Not Given","Test Not Given","White","Nissan/Datsun","Front Seat, Left Side","Light Pickup","1995","Not Deployed","None","Reported as Unknown if Impaired","Not Reported","North Carolina","ALEXANDER (3)","NOT APPLICABLE","July",2020,"Wednesday","9:00pm-9:59pm","State Highway","Rural","State Highway Agency",35.85909,-81.18402,"Not an Intersection","Clear",1,0
"65519",65519,370675,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Buick / Opel","Front Seat, Left Side","4-door sedan, hardtop","2003","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","BURLINGTON","July",2020,"Tuesday","8:00pm-8:59pm","Local Street - Municipality","Urban","Not Reported",36.0869,-79.44802,"Not an Intersection","Cloudy",1,1
"65520",65520,370676,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","BMW","Front Seat, Left Side","4-door sedan, hardtop","2015","Deployment- Unknown Location","Manslaughter or homicide","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","July",2020,"Tuesday","11:00am-11:59am","Other","Rural","State Highway Agency",36.01206,-79.48017,"Not an Intersection","Clear",1,1
"65521",65521,370676,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Honda","Front Seat, Left Side","4-door sedan, hardtop","2008","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","July",2020,"Tuesday","11:00am-11:59am","Other","Rural","State Highway Agency",36.01206,-79.48017,"Not an Intersection","Clear",1,1
"65522",65522,370676,3,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","Lincoln","Front Seat, Right Side","4-door sedan, hardtop","2009","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","July",2020,"Tuesday","11:00am-11:59am","Other","Rural","State Highway Agency",36.01206,-79.48017,"Not an Intersection","Clear",1,1
"65523",65523,370676,3,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Lincoln","Front Seat, Left Side","4-door sedan, hardtop","2009","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","July",2020,"Tuesday","11:00am-11:59am","Other","Rural","State Highway Agency",36.01206,-79.48017,"Not an Intersection","Clear",1,1
"65524",65524,370677,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Dodge","Front Seat, Left Side","Station Wagon (excluding van and truck based)","2018","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","July",2020,"Wednesday","4:00pm-4:59pm","Other","Rural","State Highway Agency",35.90271,-79.32688,"Four-Way Intersection","Clear",1,0
"65525",65525,370677,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Lincoln","Front Seat, Left Side","4-door sedan, hardtop","1997","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","ALAMANCE (1)","NOT APPLICABLE","July",2020,"Wednesday","4:00pm-4:59pm","Other","Rural","State Highway Agency",35.90271,-79.32688,"Four-Way Intersection","Clear",1,0
"65526",65526,370678,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Honda","Front Seat, Left Side","4-door sedan, hardtop","2017","Deployed- Combination","None","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","BLADEN (17)","NOT APPLICABLE","July",2020,"Saturday","1:00am-1:59am","State Highway","Rural","State Highway Agency",34.54063,-78.48047,"Not an Intersection","Clear",1,1
"65527",65527,370678,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","GMC","Front Seat, Left Side","Light Pickup","2014","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","BLADEN (17)","NOT APPLICABLE","July",2020,"Saturday","1:00am-1:59am","State Highway","Rural","State Highway Agency",34.54063,-78.48047,"Not an Intersection","Clear",1,1
"65528",65528,370679,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","AM General","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2008","Deployed- Combination","Unsafe reckless (not willful, wanton reckless) driving","Asleep or Fatigued","Not Reported","North Carolina","CHATHAM (37)","NOT APPLICABLE","July",2020,"Friday","5:00pm-5:59pm","Other","Rural","State Highway Agency",35.69439,-79.47382,"Not an Intersection","Clear",2,0
"65529",65529,370679,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","AM General","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2008","Deployed- Combination","Serious violation resulting in death","Asleep or Fatigued","Not Reported","North Carolina","CHATHAM (37)","NOT APPLICABLE","July",2020,"Friday","5:00pm-5:59pm","Other","Rural","State Highway Agency",35.69439,-79.47382,"Not an Intersection","Clear",2,0
"65530",65530,370679,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","AM General","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2008","Deployed- Combination","Driving on left, wrong side of road, generally","Asleep or Fatigued","Not Reported","North Carolina","CHATHAM (37)","NOT APPLICABLE","July",2020,"Friday","5:00pm-5:59pm","Other","Rural","State Highway Agency",35.69439,-79.47382,"Not an Intersection","Clear",2,0
"65531",65531,370679,2,2,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Jeep / Kaiser-Jeep / Willys- Jeep","Front Seat, Right Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2001","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","CHATHAM (37)","NOT APPLICABLE","July",2020,"Friday","5:00pm-5:59pm","Other","Rural","State Highway Agency",35.69439,-79.47382,"Not an Intersection","Clear",2,0
"65532",65532,370679,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Jeep / Kaiser-Jeep / Willys- Jeep","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2001","Deployment- Unknown Location","None","None/Apparently Normal","Not Reported","North Carolina","CHATHAM (37)","NOT APPLICABLE","July",2020,"Friday","5:00pm-5:59pm","Other","Rural","State Highway Agency",35.69439,-79.47382,"Not an Intersection","Clear",2,0
"65533",65533,370680,1,2,"Test Not Given","Test Not Given","Not a Fatality (not Applicable)","KIA","Second Seat, Middle","Station Wagon (excluding van and truck based)","2015","Not Deployed","None","None/Apparently Normal","Not Reported","North Carolina","CABARRUS (25)","NOT APPLICABLE","August",2020,"Sunday","3:00am-3:59am","Interstate","Urban","State Highway Agency",NA,NA,"Not an Intersection","Clear",1,0
"65534",65534,370680,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","KIA","Front Seat, Left Side","Station Wagon (excluding van and truck based)","2015","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","CABARRUS (25)","NOT APPLICABLE","August",2020,"Sunday","3:00am-3:59am","Interstate","Urban","State Highway Agency",NA,NA,"Not an Intersection","Clear",1,0
"65535",65535,370681,1,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Not a Fatality (not Applicable)","Subaru","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2012","Deployed- Combination","None","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","CABARRUS (25)","NOT APPLICABLE","August",2020,"Sunday","9:00pm-9:59pm","State Highway","Rural","State Highway Agency",35.24908,-80.57319,"Not an Intersection","Clear",1,1
"65536",65536,370681,2,1,"Reported as Unknown if Tested","Reported as Unknown if Tested for Drugs","Unknown","Honda","Front Seat, Left Side","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","2009","Deployed- Combination","None","None/Apparently Normal","Not Reported","North Carolina","CABARRUS (25)","NOT APPLICABLE","August",2020,"Sunday","9:00pm-9:59pm","State Highway","Rural","State Highway Agency",35.24908,-80.57319,"Not an Intersection","Clear",1,1
"65537",65537,370682,1,1,"Test Not Given","Test Not Given","White","Chevrolet","Front Seat, Left Side","Light Pickup","2008","Deployed- Combination","None","Under the Influence of Alcohol, Drugs or Medication","Not Reported","North Carolina","CLEVELAND (45)","NOT APPLICABLE","August",2020,"Saturday","1:00pm-1:59pm","Other","Rural","State Highway Agency",35.18657,-81.43169,"Not an Intersection","Cloudy",1,1
